primarySlug,longitude,latitude,postalCode
80ad48c8-96b0-45ec-bb95-be691bb0a01e,4.43771,51.15566,2650.0
b71f9699-f4b3-4f75-925b-fcb4c9ccf3f3,4.40331,50.70253,1410.0
c6f1da3f-3c54-5881-8cf8-13662e67e80c,4.4799,51.02713,2800.0
09d17dd3-82ea-40f4-876e-c1d33b248e2b,4.4433324,51.2437065,2170.0
8b88c8ac-cec9-4d73-9dc8-09152cf65e93,4.04393,50.94136,9300.0
03a9bf8b-88a8-4cbe-a0c1-88d5187f83e9,4.27671,50.88238,1731.0
59518025-4109-47a2-a875-1beeed97743e,5.34058,50.93848,3500.0
114d92d6-41ea-43e8-9b3d-dc1837c9a027,4.42044,51.21815,2018.0
225255f4-489b-470f-8f23-65dcdac8edd6,4.23589,50.73451,1500.0
ada648de-5267-4b5c-86ba-d5c5f9841039,4.39687,51.21009,2000.0
833321d9-d126-4225-b4ab-767637cf346d,4.427787,51.2008195,2600.0
51180c84-c199-49eb-902f-53ff4a58acdc,4.39202,51.21056,2000.0
248d0e7f-67b3-5eb9-beda-67c1183249c8,3.72183,51.04657,9000.0
d256e1fb-85e4-4628-8a2b-9f3ee3b050a8,4.3899125,51.2027351,2018.0
171fba28-997b-4ca3-9945-0c186e38f46b,4.2647551,50.84826,1700.0
33246f50-ac75-47d9-82c4-daa76f57c411,3.7036209,51.0405769,9000.0
093c9709-dc64-4edd-93b1-53413ae31b54,4.53024,51.22794,2110.0
dab1173c-ff4c-4a58-9c28-4df93b7ee568,4.03987,50.93686,9300.0
62e69218-c421-4e02-afc0-42eb6d46c96e,4.40312,51.22011,2000.0
1457b721-7263-5630-94d6-8d3141c7885c,4.40947,51.19538,2018.0
44fb695f-8321-4c3e-99a8-39836de2b6da,4.3087359486200905,50.90551485482395,1780.0
d203a38e-f5b0-4dc7-a47e-088f348b330f,4.70255,50.87135,3000.0
b9562669-395c-4564-ba24-96e728679622,4.3926449,51.2086179,2000.0
afc09df5-46b3-44c5-89af-ffa1694c1c89,4.40095,51.22599,2000.0
18cd3ee7-25e4-4b95-bdfd-fad5796632cf,4.443561,51.1958452,2600.0
0f135396-9184-51aa-8fd4-4cf0e40c32fb,4.70177,50.87816,3000.0
1aae8431-3bc9-4058-9084-c0b1fdc99081,4.2887506,50.8024679,1600.0
d8d36426-c20b-4544-9231-54bad7637563,2.88399,51.21312,8400.0
70b21c5d-afa0-488f-a0e3-9473dd745bc6,5.3392004,50.9305097,3500.0
6911b059-97d5-482b-91fb-c09abd9738d6,3.35925,50.88016,8792.0
5dd72def-ea01-50ea-a458-0bfdea0dae23,4.3849,50.84443,1040.0
3a4c1995-a7a3-4576-8e0b-3757be1b77bd,3.7245,51.05729,9000.0
9bba0038-b6af-44f6-917e-573a1b102434,4.39769,51.2137,2000.0
735f04dc-9167-477b-8f1d-3b7ed2c1d2f6,3.73604,51.05674,9000.0
55f44aef-39de-469d-bab6-be7cf970ec63,4.41171,51.21842,2000.0
adecc68a-89ea-48a8-8d2b-192951214e0b,4.3143195,50.8675906,1083.0
b83c7d9e-7fdc-4e1f-8a17-394700cbec23,3.26456,50.82594,8500.0
45c81be8-dc63-4825-8691-879169c51300,4.38731,51.18616,2020.0
a19873d3-e010-41c1-b620-a7d326c7e92f,4.4055287,51.2274536,2000.0
50da5cd7-e68e-4307-9b8b-ab8fb6ecbff0,3.22889,51.20971,8000.0
03bdd938-f521-489b-b268-1c63078c93cc,3.7267064,51.0373185,9000.0
b3afa386-e0c3-47f0-9250-9e51c02ba15e,3.988229157999711,51.103759407597664,9160.0
d72b44c2-feca-4f75-84c5-945cbbdee6c1,5.33838,50.92968,3500.0
